,name,app_desc
155,Does not Commute,"Winner of Apple Design Awards 2015!
A strategic driving game from the award-winning maker’s of Smash Hit. Does not Commute is a temporal paradox in which you have no one to blame but yourself. What starts out as a relaxing commute in a small town of the 1970's quickly devolves into traffic chaos with hot dog trucks, sports cars, school buses and dozens of other vehicles. You drive them all. Plan ahead. Don't be late.

In this small town, discover the characters and their secrets – what world-changing experiment is inventive dentist Dr Charles Schneider hiding? Will Mr Baker quit his job in advertising? What is that strange mask on Mrs Griffin's face? Will Mr Mayfield’s peculiar obsession with Yorkshire Terriers take over his life?

Does Not Commute is playable at no cost and free from ads.  An optional premium upgrade is available through a one-time in-app purchase that will enable the ability to continue from checkpoints."
156,Five Nights at Freddy's 3,"NOTE: This game requires at least 512 megs of RAM! Devices such as iPod gen 3 and 4 will not be able to run this game!

Thirty years after Freddy Fazbear's Pizza closed it's doors, the events that took place there have become nothing more than a rumor and a childhood memory, but the owners of ""Fazbear's Fright: The Horror Attraction"""" are determined to revive the legend and make the experience as authentic as possible for patrons"
157,Discord - Chat for Gamers,"Discord is the only cross-platform voice and text chat app designed specifically for gamers. With the iOS app you can stay connected to all your Discord voice and text channels even while AFK. It is perfect for chatting with team members, seeing who is playing online, and catching up on text conversations you may have missed.

Download Discord and experience modern game communication:

- Voice chat: Join voice channels and chat with your group
- Real-time text messaging: Share video, images, and text in rich chat
- Push notifications: Never miss a thing with @mentions and direct messages
- Instant Invite: Easily add friends to your server by sharing the Instant Invite link
- Direct messages: Send one-to-one private messages
- Multiple server support: Manage all your game groups in one client
- Organizable channels: Keep discussions on topic through structured communication

Have questions, problems, or feedback? Reach out to us at support@discordapp.com."
158,Toca Life: City,"*** Pay once & play forever! No in-app purchases! ***

Welcome to Toca Life: City, a metropolis filled with everyday fun! Customize characters, explore exciting locations and find hidden treasures — there’s something in every corner! 

INTRODUCING TOCA LIFE
Thanks to the great response to Toca Town, we're bringing you Toca Life — a series of apps that gives you an even bigger world of everyday fun. First out in the series is Toca Life: Town and Toca Life: City!

CREATE
Try, experiment and customize. It’s time to get creative in Toca Life: City! Change outfits, dye your hair any color and switch hairstyles in the Hair 3000! There are millions of ways to personalize the characters — we dare you to create them all.

EXPLORE 
Say hi to 6 locations and 34 characters! Go shopping at the mall, grab a bite to eat at the food park or invite friends over to your loft. Characters, and anything they are holding, can easily be transported between locations. 

DISCOVER
There are treasures hidden everywhere in the City, and with Life Weekly it’s easy to find out about them. Located in the top right corner on the start screen, this feature gives you fun insights in the world of Toca Life: City!

RECORD
Record and play with the new recording feature! Create stories and record, save the video to your camera roll before sharing with your friends. What are your friends in Toca Life: City doing today? You decide!

FEATURES:
- 6 locations to explore: loft apartment, shopping mall, hair salon, food park, theatre and tailor
- 35 characters that are customizable in over 4 million ways! 
- 47 hairstyles to test, 37 colors to choose from and various outfits to try on
- 7 different food stands at the food park — have some sushi with your burger and try the famous fish ‘n chips! 
- Shop for clothes, kitchenware, pets, toys and groceries at the mall
- Write a play and perform it at the theatre
- Record your stories in the app and share with your friends!
- More fun videos and games for the TV
- No time limit or high scores — play for as long as you like!
- No third-party advertising
- No in-app purchases

WE LISTEN
Toca Life: City was uniquely created for you by you. We received over 10,000 feature requests after Toca Town was released, which we added directly into this app. We want to keep hearing from you so don’t be shy and keep on suggesting! What do you want to see next? Share your ideas with @tocaboca on Facebook, Twitter, Pinterest and Instagram!


***

ABOUT TOCA BOCA
At Toca Boca, we believe in the power of play to spark kids’ imaginations and help them learn about the world. We design our products from the kids' perspective to empower kids to be playful, to be creative and to be who they want to be. Our products include award-winning apps that have been downloaded more than 130 million times in 215 countries and offer fun, safe, open-ended play experiences. Learn more about Toca Boca and our products at tocaboca.com.

PRIVACY POLICY
Privacy is an issue that we take very seriously. To learn more about how we work with these matters, please read our privacy policy: http://tocaboca.com/privacy"
159,Fallout Shelter,"*** App Store Best of 2015 ***
Mobile Game of the Year - 2016 DICE Awards
Winner 2015 Golden Joystick Best Handheld/Mobile Game

""Might just be the best free-to-play game out there"""" - GamesBeat"
160,Farming Simulator 16,"Manage your own farm and drive massive machines in an open world!

Farming Simulator 16 allows you to manage your own realistic farm in extraordinary detail. Plant, grow, harvest, and sell five different crops, raise cows and sheep, and sell timber at your own pace. Buy new fields to expand your farm land. Take direct control of harvesters and tractors, or hire AI helps and manage your growing farm from the full screen management map.

As the newest in the series of Farming Simulator games, this game has the best of agriculture simulation. The game features massive tractors and other machines from over 20 brands of agricultural manufacturers, including New Holland, Case IH, Ponsse, Lamborghini, Horsch, Krone, Amazone, MAN and more.

Features of Farming Simulator 16 include:

- New 3D graphics show even more detail on your machinery!
- Plant and harvest five different crops: Wheat, canola, corn, sugar beet and potatoes
- Sell your crops in a dynamic market
- Use realistic tractors and trucks from some of the biggest agriculture machine makers
- Feed your cows and sheep to produce and sell milk and wool
- Forestry has gone mobile! Harvest wood with dedicated machinery and sell the timber
- Manage AI helpers for better results
- Play with a friend in local multiplayer mode for WiFi and Bluetooth"
161,"Egg, Inc.","In the near future, the secrets of the universe will be unlocked in the chicken egg. You have decided to get in on the gold rush and sell as many eggs as you can.

Hatch chickens, build hen houses, hire drivers, and commission research to build the most advanced egg farm in the world.

An incremental (clicker) game at its core, Egg, Inc. uses many elements from simulation games that give it a unique feel and play style. Instead of menus, you are presented with crisp and colorful 3D graphics and a delightful simulation of a swarm of chickens. In addition to choosing your investments wisely you must also balance your resources to ensure a smooth running and efficient egg farm.

There is something for everyone here:
Casual players love Egg Inc's laid back feel and beautiful appearance. Take your time to build a wonderful egg farm and explore all the content.

More experienced incremental (clicker) players will love the emergent gameplay and depth afforded by the different play styles needed throughout the game. To reach the ultimate goal of having a ginormous egg farm with an astronomical value, you will need to balance strategies throughout many prestiges to make best use of your time.

Features
- Simple, Casual gameplay with opportunities to challenge yourself
- Chicken swarm!
- Dozens of research items
- Dozens of missions
- Many different hen houses and shipping vehicles
- A ""Nested"""" Prestige system has the game always feeling new"
162,Sago Mini Babies,"*** Limited time offer! Save over 60% as part of the App Store's 'Fun for Kids' promotion. *** 

Introducing the Sago Mini babies. Boys and girls love caring for these adorable characters. Feed Robin her favorite mush, play dress-up with Jinja, change Harvey’s stinky diaper, then take a dance break with Jack. With cute animations, adorable giggles and even some tears, these babies are a lot of fun!

Pretend play helps children understand and take control of their own world. With fun and familiar activities like feeding, playing and bathing, this open-ended app helps children practice empathy and nurturing behaviour. Part of the award-winning suite of Sago Mini apps, this app is packed with cuteness.

Features:
• Promotes empathy, nurturing and caring through pretend play
• Eight real-life activities from feeding and bathing to playing dress-up
• Perfect for soon-to-be older siblings or baby-loving toddlers
• Laugh at silly surprises and adorable reactions
• Play along with your child
• Perfect for children aged 2-5 years
• Play without wi-fi or internet
• No in-app purchases or third-party advertising, so you and your child are free to discover without interruptions

Sago Mini is an award-winning company devoted to play. We make apps and toys for preschoolers worldwide. Toys that seed imagination and grow wonder. We bring thoughtful design to life. For kids. For parents. For giggles.

Hi, friend! Join us for fun:
Visit us: sagomini.com
Like us: Facebook (@SagoMini)
Follow us: Instagram and Twitter (@SagoMini)"
163,U by BB&T,"View account balances, make payments and transfers, plus go beyond everyday banking with features and tools that help you see the big picture and plan for what's next.
	
SECURITY & PROTECTION
Reset your user ID and password
Reset your security questions
BB&T uses advanced encryption technology 
Your complete account numbers are never transmitted

PAYMENTS, TRANSFERS & DEPOSITS
Pay a bill
Transfer money between accounts
Pay a friend by email or text
Deposit a check

CUSTOMIZATION
Organize your dashboard by what’s most important to you
Add a profile image
Personalize your debit card 

MANAGE ACCOUNTS
Manage your BB&T accounts, account details and transactions
Link accounts, bills and investments from outside of BB&T
Temporarily disable your debit card and enable custom settings
Monitor your monthly budget and see what’s left to spend
Search and view transactions by category

CONTACT US
Call, email or schedule an appointment with your local banker
View customer service wait times and bypass the automation system
Find a local branch or ATM

OTHER TOOLS & FEATURES
View your account balance before you log on
Capture, organize and attach receipts
Calculate tips based on quality and type of service
Earn cash back on debit card purchases
Track mortgage rates and trends
View and redeem your credit card rewards 

GETTING STARTED
Open a BB&T account 
Enroll in online banking to get a user ID and password
Download the app on a device with iOS 7.0 or higher

SUPPORT
Contact BB&T at 888-228-6654 (888-BBT-ONLINE)

BB&T does not charge fees to download or use the U app. Your mobile carrier may charge for text messaging and web access services. Check with your carrier for information about their fees. 

© 2017, Branch Banking and Trust Company. All rights reserved. 
Branch Banking and Trust Company is a Member FDIC."
164,Agar.io,"The browser game phenomenon comes to iOS! 

Play online with players around the world as you try to become the biggest cell of them all!

Control your tiny cell and eat other players to grow larger! But watch out: players bigger than you will be trying to make you their lunch. Survive and eat long enough to become the biggest cell in the game! 

With new controls developed especially for touchscreens, agar.io offers the same addictive gameplay that millions have already enjoyed on PC. Play online in free-for-all action and use splitting, shrinking and dodging tactics to catch other players - or avoid them! Use a variety of special secret skins with the right username!"
165,"Please, Don't Touch Anything","Please, Don’t Touch Anything is a cryptic, brain-racking game about bathroom breaks, screwdrivers and nuclear explosions. 

Covering for a colleague taking a bathroom break, you find yourself in front of a mysterious panel which only component is a red button. And since you’ve clearly been instructed not to touch anything, the only thing you want to do now is pushing the damn button.

Push it and expect to be held liable for any unintended aftermath. And there will be many. 

FEATURES

- 25 devious enigmas
- Singular pixel art
- Atmospheric chiptune soundtrack
- Touch screen optimized gameplay

REVIEWS

""[...] some of the puzzles are so fiendish and abstract that I'm sure I'll be spending days if not weeks getting fully to the bottom of Please"
166,Animal Jam - Play Wild!,"Become your favorite animal and join your friends in the wild world of Jamaa!  Show off your style with animal characters that express the real you. Design your own den and invite your friends to parties in your virtual home. You’ll explore a lush and beautiful 3D world, meet and chat with new friends, and play great games for FREE!   
 
Animal Jam is committed to providing a safe online playground for kids. Parental consent is required for users 12 and under to use the app. When providing consent, parents can control the social features their child will be able to access in the app.  
 
FEATURES:
* EXPLORE a gorgeous, animated 3D world
* JOIN a gigantic community of players worldwide
* MEET & CHAT with animal buddies
* LEARN about real animals and their habitats
* PLAY fun games to earn Gems
* SHOP for clothes, furniture, and other items
* BUILD and decorate your own den
* PERSONALIZE your animals from head to tail
 
The Animal Jam - Play Wild! app is free to play. However, please be aware that it also offers optional in-app purchases that cost real money. You can disable the in-app purchasing functionality by adjusting your device settings.
 
ABOUT ANIMAL JAM - PLAY WILD!
Based on Animal Jam, the #1 multiplayer playground for kids on the Web, this app takes kids back in time to the fanciful world of Jamaa as it existed long ago. WildWorks has partnered with National Geographic to bring science education and spectacular imagery of the natural world to kids in a completely new way.  Our goal is to provide a fun, exciting, and safe environment for kids to play online. Animal Jam also inspires kids to explore and protect the natural world outside their doors.     
 
SAFETY
At WildWorks, your child’s safety is our priority.  The Animal Jam - Play Wild! app protects your child’s private information with secure log in, filtered chat, live moderation, and the ability to report players and send us feedback. To learn more about how we protect children's privacy, visit http://www.animaljam.com/privacy.
 
Children should always ask their parent or guardian for permission before they download and play. This app requires an Internet connection, and data fees may apply if WiFi isn't connected."
167,Army of Heroes,"Fight, destroy, and defend! Go up against millions of live heroes, build and develop your base, and train the best mercenaries to carry out your orders. Plunge into a battle for supremacy as you aim to conquer, burn, and dominate your enemies! Play ""Army of Heroes"""" for FREE! "
168,Bullet Force,"Bullet Force is a fast-paced modern action FPS. The best multiplayer First Person Shooter of 2017. This top action FPS has 4 exciting multiplayer game modes, including Free for All, Team Deathmatch, Gun Game, and Conquest (Capture flags).

Customize your loadout with skins, primary, secondary, and throwable weapons. Unlock and equip perks to give your class an extra edge. Amazing gun and player skins show off your unique style. Take out your enemies using a variety of primary weapons including snipers, sub-machine guns, and assault rifles. Switch to a handgun or butterfly knife to finish them off.  

Customize your Player name and clan tag. In game chat to cheer each other on. 7 incredible maps provide a ton a FPS variety from game to game. Yielded by many as the best First Person Shooter multiplayer experience. 

Create your own password protected lobby for friendly or clan battles, or join an existing lobby through Quick Play mode. Unique player names and custom clan tags let players know who you are and who you represent on the battlefield."
169,Design Home,"Love home decorating? Play Design Home! If you daydream about designing beautiful, unique interiors for your many fantastic homes, you can now bring your design dreams to life in this visually stunning 3D experience. Join millions of design and home decor lovers to discover, shop items you love, style gorgeous rooms and get recognized for your creativity! 

In Design Home, you can express your unique design style by using furniture and decor items from real, high-end brands to design beautiful, photo-realistic interiors. You can even discover and vote on new looks and styles created by other players and win exclusive in-game prizes for the designs that you have created.

It’s fun, it’s quick and you can share design ideas with friends!

SHOP THE BEST DECOR BRANDS. We’ve partnered with high-end brands like Design Within Reach, Serena & Lily, Kathy Kuo Home, Noir and Loloi (to name a few!) to bring your design dreams to life. With new furniture and decor added every day, you are sure to discover styles that you love!

DESIGN THE PERFECT ROOM. Choose from thousands of pieces of high-end furniture and decor, rugs, plants and wall art - in an endless variety of colors and styles - to design incredible interiors that range from chic metropolitan high-rises to exotic beach-front estates and cozy mountain retreats. 

VOTE ON THE BEST DESIGNS. Cast your vote and decide what’s hot in the Design Home community. With thousands of entries for each design challenge, you get to decide if a design is 5-star worthy or if it missed the mark. Get feedback, ideas and inspiration from other players and watch your interior design skills improve every day!

Love the items in your favorite design? You can shop for them directly through Design Home! Click any piece you love and buy it for your own home. With new pieces added every day, Design Home literally puts the best home decor directly at your fingertips. Not only can you discover brands and trends, you can own them, too!

Download Design Home now and start crafting the beautiful rooms of your dreams!"
170,Don't Starve: Pocket Edition,"***NOTE: Don't Starve requires iOS 8 and at least an iPhone 5, iPad 3, or iPad mini 2. Due to memory constraints, it will not run on older devices.***

Don’t Starve: Pocket Edition, brings the hit PC game enjoyed by over 4 million players to the iPhone and iPad. Now you can experience the uncompromising wilderness survival game full of science and magic on the go! 

Play as Wilson, an intrepid Gentleman Scientist who has been trapped and transported to a mysterious wilderness world. Wilson must learn to exploit his environment and its inhabitants if he ever hopes to escape and find his way back home. 

Enter a strange and unexplored world full of strange creatures, dangers, and surprises. Gather resources to craft items and structures that match your survival style. Play your way as you unravel the mysteries of this strange land. 

********************************************************

Awards:
- Independent Games Festival: Grand Prize Nominee
- Independent Games Festival: Excellence in Design Nominee
- Independent Games Festival: Audience Award Nominee
- Capsule Computers: Editor’s Choice
- Indie Game Reviewer: Game of the Year

Key Features:

Optimized for Touch: New intuitive touch interface lets you explore, fight, craft and manage inventory with ease.

Uncompromising Survival & World Exploration: No instructions. No help. No hand holding. Start with nothing and craft, hunt, research, farm and fight to survive.

Dark and Whimsical Visuals: 2D characters and odd creatures inhabiting a unique 3D world.

Randomly Generated New Worlds: Want a new map? No problem! At any time you can generate a new living and breathing world that hates you and wants you to die."
171,AMC,"Stay current with the latest full episodes and video extras from your favorite AMC Original Series. Episodes are available in season, with no login required for many season premieres and all video extras. Full seasons require a login from your TV provider.

**Login through these providers: AT&T U-Verse, Bright House Networks | Spectrum, Charter | Spectrum, COX, DIRECTV, DISH, Optimum, Time Warner Cable | Spectrum, Xfinity and Verizon FiOS, among others; to view the full list of providers please go here: http://www.amc.com/ios/faq

Our lineup of original programming includes:
Better Call Saul
Into the Badlands
The Son
Talking with Chris Hardwick
Preacher
Fear the Walking Dead
The Walking Dead
Comic Book Men
Halt and Catch Fire
Turn


This app features Nielsen proprietary measurement software which will allow you to contribute to market research, like Nielsen’s TV Ratings. To learn more about our digital measurement products and your choices in regard to them, please visit http://www.nielsen.com/digitalprivacy for more information."
172,Talking Tom Bubble Shooter,"Play the exciting action-packed bubble shooter – your next favorite game from Talking Tom. Challenge your friends or play on your own as you level up and unlock Tom’s friends. 

Discover new features for some seriously thrilling adventures. Crush bosses standing in your way and aim for total bubble brilliance. Endlessly entertaining, this game is your colorful road to glory. The bubble of nonstop fun is ready to burst. Are you?

YOUR NEXT FAVORITE GAME FROM TALKING TOM
Warm up your fingers and prepare for the ride of your life. This bubble shooter is a rollercoaster ride all the way - awesome customizable characters, fearless confrontations with bosses and playing against friends are only the beginning of a bubbleful story.

WIN TO LEVEL UP
Playing this game is no walk in a themepark. Crush bosses on your way to glory to climb levels and reach new heights of bubble fun. 

PLAY LIVE AGAINST REAL PEOPLE
Challenge your friends in an online multiplayer mode and rank up to find out who is the master of bursting.

UNLOCK TOM’S FRIENDS
Choose among a multitude of awesome characters, get in the mood and pop till you drop.

DISCOVER POWER-UPS
These bubbles have it coming - they stand no chance against the mighty Bombs, accurate Lightnings and unstoppable Lasers, helping you eliminate every last one of them.

GET STICKERS AND OPEN NEW FEATURES
With every fallen boss, a sticker pops-up for you to collect. So polish your bubbles and get ready for the sticker shoot-out. Every bubble counts!

This app is PRIVO certified. The PRIVO safe harbor seal indicates Outfit7 has established COPPA compliant privacy practices to protect your child's personal information. Our apps do not allow younger children to share their information.

This app contains:
- The possibility to use and connect with friends via social networks
- The option to make in-app purchases
- Alternative options to access all functionalities of the app without making any in-app purchases using real money (level progress, in-game functionalities) 
- The possibility to subscribe to Talking Tom and Friends channel on YouTube
- Promotion of Outfit7's products and advertising
- Links that direct customers to our websites and other Outfit7 apps

Terms of use: http://outfit7.com/eula/
Privacy policy: http://outfit7.com/privacy-policy/"
173,Shopkins World!,"Explore Shopville and play mini games with all of your favorite Shopkins including Apple Blossom, Lippy Lips, Cheeky Chocolate and Kooky Cookie! Stock up on candy at the Candy Shop, get creative in the Stationery shop, sort rainbow cakes in the Cake shop, help Donatina at her Donut Cart and more! Once you shop, you can't stop!

FEATURES
- Collect and play with all your favorite Shopkins from Seasons 1 to 7 and add them to your My Shopkins Collection 
- Explore the Shopville street and interact with your favorite Shopkins 
- Play games, earn coins and unlock Shopkins!
- 14 fun-filled shops to play in! 
- Meet the Shoppies!

Stay Connected! 
Visit our official site at http://www.shopkinsworld.com
Follow us on Twitter https://twitter.com/ShopkinsWorld, Facebook https://www.facebook.com/ShopkinsWorld and Instagram https://instagram.com/shopkins_world 
Check out the Shopkins webisodes and videos on Youtube https://www.youtube.com/user/ShopkinsWorld

Contact us for more information at: http://www.moosetoys.com/about/contact 
Privacy Policy http://www.moosetoys.com/privacy-policy 
Terms of Use http://www.moosetoys.com/about/terms-of-use

SUPPORTED DEVICES
This app supports these devices running iOS 7 and above:
1. iPad 2 and above
2. iPad Mini and above
3. iPhone 4S and above
4. iPod Touch 5th Gen. and above
Updates may affect compatibility.

ADVICE TO PARENTS
The game requires an Internet connection (3G or WiFi) for Shoppies VIP Code usage as well as to download and update. Kids, ask a parent first before downloading. Shopkins World is free to download and play, and additional in-game items can be unlocked via earning rewards through play.

Shopkins World is free to play and contains third party advertising. By playing the game you agree to the terms of service which can be found at http://www.moosetoys.com/about/terms-of-use or viewed at any time in the settings screen of the game.

While the game gives the player the option of entering a username, this name is never shared with Moose or other players. Please visit http://www.moosetoys.com/privacy-policy for more details.

Shopkins World app is subject to the App Store terms and conditions.

2013 Moose. Shopkins logos, names and characters are licensed trademarks of Moose Enterprise.
Pty Ltd. All rights reserved."
174,Geometry Dash Meltdown,"Prepare for a new Geometry Dash adventure filled with more spikes and monsters than thought possible!

Flex your clicky finger as you jump, fly and flip your way through dark caverns and spiky obstacles.

Game Features
• Rhythm-based Action Platforming!
• Three unique levels with music from F-777!
• Unlock unique Meltdown icons and colors to customize your character!
• Fly rockets, flip gravity and much more!
• Use practice mode to sharpen your skills!
• Challenge yourself with the near impossible!

Geometry Dash answers the age old question: ""What do you get when you mix techno"
175,Disney Crossy Road,"Why should the chicken get all the fun?  

From Hipster Whale, the makers of the original Crossy Road® with over 120,000,000 downloads, and Disney comes Disney Crossy Road—an all-new take on the 8-bit endless adventure to cross the road without splatting!  

Tap and swipe your way to a record-setting number of steps with 100+ Disney and Pixar figurines while dodging crazy and unexpected obstacles in the 8-bit worlds of Toy Story, Zootopia, The Lion King, The Haunted Mansion, Tangled, Wreck-It Ralph, and more.  

• COLLECT over 100+ Disney and Pixar figurines, including Mickey, Donald, Buzz Lightyear, Rapunzel, Mufasa, Sadness, Wreck-It Ralph, Madame Leota, and other favorites (many with fun surprises)!

• JOURNEY through 8-bit depictions of Al’s Toy Barn, the Pride Lands of Africa, the Haunted Mansion, San Fransokyo, and more while enjoying 8-bit versions of familiar tunes like “You’ve Got a Friend in Me” and “I Just Can’t Wait to be King!”

• MASTER special themed challenges unique to each of the worlds, such as weathering blizzards, collecting cherries to earn special power-ups, avoiding thundering stampedes of wildebeest, staying clear of falling barrels, and then some!

You can upload and save content from this app to your device

Visit the official Disney Crossy Roads website - http://lol.disney.com/games/disney-crossy-road

Privacy Policy – http://disneyprivacycenter.com
Terms of Use – http://disneytermsofuse.com"
176,Hungry Shark World,"The Sharks are back in the bigger and badder sequel to Hungry Shark Evolution!
Control a shark in a feeding frenzy and eat your way through many oceans feasting on everything from bite-size fish and birds to tasty whales and unwitting humans!

Number 1 app on iPhone and iPad in over 100 countries.
THIS GAME IS ONLY COMPATIBLE WITH iPhone 5 or later, iPad Mini 2 or later, iPad 3 or later, iPad Air or later and iPod 6th generation or later.

MORE THAN 20 SHARK SPECIES
Choose from a range of sharks in 7 different size tiers, including the most iconic ocean predator: the Great White!

HUGE OPEN WORLDS
Explore the lush Pacific Islands, frozen Arctic Ocean, exotic Arabian Sea, and now the South China Sea, a vibrant urban destination full of fresh, unwary victims!

FEAST FOR YOUR EYES
Experience the feeding frenzy in stunning console quality 3D graphics that will blow everything else out of the water!

SURVIVAL OF THE HUNGRIEST
It’s eat or be eaten in waters packed with 100s of delicious and dangerous creatures… Whales, submarines and wandering locals BEWARE!

SMASHING SHARK SWAG
Level up your shark and equip jawsome gadgets to bite harder, swim faster and grow even hungrier! No shark is complete without headphones, umbrella and a freakin' jetpack!

MANIC MISSIONS & BADASS BOSSES
Take on more than 20 different types of mission including high score challenges, prey hunts and epic boss fights!

HELPFUL PREDATORY PETS
Baby sharks, whales, an octopus, and even a bald eagle are happy to help with special abilities to increase health, score and more!

SUPERSIZED MEAL DEAL
Unleash your shark's predator potential: SuperSize mode, rushes, explosion, hypnosis and more! 

INTUITIVE TILT CONTROLS
Back by popular demand, now you can control your shark simply by tilting your phone!

Game centre, 3D touch and Apple Replay Kit enabled.
Use Facebook to synchronise your progress across your IOS devices.
Hungry Shark World is regularly updated with new features, content and challenges to keep you coming back for more!
This app contains In-App Purchases which allow you to buy Gems and Gold currency which can be spent on upgrades and accessories. Gems and Gold can also be collected in game without requiring purchases.
This game contains advertising. Advertising is disabled if you make any purchase.

Like the game on Facebook for the latest news: www.facebook.com/HungrySharkWorld
Follow us on Twitter @Hungry_Shark
Or Youtube: http://youtube.com/FutureGamesOfLondon
And join our community!
Facebook http://facebook.com/UbisoftMobileGames
Twitter http://twitter.com/ubisoftmobile
Youtube http://youtube.com/user/Ubisoft

Any Feedback? Contact: http://support.ubi.com
Need support? Contact: http://support.ubi.com"
177,Candy Crush Jelly Saga,"There's a new player in town, the wiggling, jiggling Jelly Queen and she's here to challenge you to a game of Candy Crush Jelly Saga!  Whatever your favorite moves, you better hope they're Jellylicious enough to take on the mighty Jelly Queen. 

The unstoppably spreadable game!  New Candy Crush Jelly Saga is full of delightful new game modes, features and boss battles featuring the Jelly Queen!  Playing as Jenny, show off your Jellylicious moves and take turns switching Candies against the jiggling Jelly Queen. Every sweet move will spread more Jelly and whoever spreads the most will win the level! Have you got the moves? 

There are splendid new Candies, a marvelous new booster and a dreamy treetop world to explore in the Candy Kingdom too! 

Take on this delightful Saga alone or play with friends to see who can get the highest score!

Candy Crush Jelly Saga is completely free to play but in-game currency, to buy items such as extra moves or lives, will require payment with real money.

You can turn off the payment feature by disabling in-app purchases in your device’s settings.

Candy Crush Jelly Saga features:
• Over 700 Jellylicious Levels       
• New Boss Modes       
• Marvelous game modes including: Spread the Jelly & Release the Pufflers      
• Tasty new Color Bomb Lollipop booster    
• Mesmerizing new Candies      
• Dreamy new treetop world and a host of quirky characters led by the Jelly Queen and her stooges.  
* Easy and fun to play, yet challenging to fully master
* For players that Facebook Connect, there are leaderboards for you and your friends to compare your Jellylicious scores
* Easily sync the game between mobile and tablet devices and unlock the full game features when connected to the internet    

Now you can express yourself, jelly-style! Be sassy like the Jelly Queen or cool like Cupcake Carl with our sweet Candy Crush Jelly Stickers! 

Tasty animated GIFs within iMessage, available for iOS 10 users only!

Already a fan of Candy Crush Jelly Saga? Like us on Facebook or follow us on Twitter for the latest news:

https://www.facebook.com/CandyCrushJellySaga/
https://twitter.com/candycrushjelly

Last but not least, a big THANK YOU goes out to everyone who has played Candy Crush Jelly Saga!"
178,RISK: Global Domination,"NOW WITH FULL ONLINE MULTIPLAYER AND MATCHMAKING!

Everybody wants to rule the world! Now you can with a new way to play the classic game of RISK. Defend your territories, draft troops, and launch attacks for the ultimate conquest against friends, family, and foes. Want to battle new opponents across the world? Now you can by taking the battle online with Global Domination mode (must be over 13)! Try the game for free or unlock for unlimited mobile play!

NEW GLOBAL DOMINATION MODE
• Join or host battles against new opponents online
• Use Automatch mode to be pitted up against players of similar rank
• Climb leaderboards & rank up to Grandmaster
• Additional achievements to earn

FEATURES
• Multiple game modes available: Global Domination online, Play Friends online, Single Player, and Pass & Play
• Up to 6 players/AIs can battle for world domination
• 4 difficulty settings for rookies and veterans
• Authentic rules – it’s the RISK you know and love
• Easily add friends and send challenges
• Guided tutorial mode and in-game help
• Critical game stats and achievements
• Multiple maps* and beautiful graphics
• Fun animated avatars
• Send secret alliance or coordinated attack requests to your fellow generals
• Send emojis to express your wrath or glee as you conquer your opponents

ALSO AVAILABLE FOR PURCHASE ON APPLE TV!
• Have an Apple TV? RISK is now available on the app store for your Apple TV! 
• Use your existing RISK log in information when connecting to the Apple TV and share your progress cross-platform 
• Players with the mobile Premium Upgrade on their account will gain access to the Global Domination mode on Apple TV for no additional cost!
 
*extra maps and player avatars available for an additional cost

**************IMPORTANT**************
Works with iPhone 4S+, iPad mini, iPod touch 5th Generation+ and iPad 2+
Requires iOS 8.3 or newer
 
RISK is a trademark of Hasbro. © 2016 Hasbro. All Rights Reserved.
********************************************"
179,Philips Hue,"Meet Hue
Your personal wireless lighting that lets you easily control your lights from any device and create the right ambience for every moment. The Philips Hue app is designed around you, your home and your everyday life. Play around, create and explore the limitless possibilities of the world's most connected light."
180,NBA LIVE Mobile Basketball,"Hit the court in the all-new EA SPORTS NBA LIVE Mobile. Build your team, dominate your opponents in 5-on-5 action, and connect with the NBA in live events 365 days a year. Capture the spotlight and build your legacy in the most authentically competitive basketball game on the planet. 

RUN YOUR TEAM
Be the GM, upgrade your roster, rain buckets, and rise up the ranks.  Build your favorite franchise into a team of ballers with NBA superstars from the past and present. Rip packs, work the auction house, and become the team to beat. 

STAY FRESH IN LIVE EVENTS
Live the ultimate basketball lifestyle and become the G.O.A.T. Connect to the NBA all year long with new daily challenges. Score incredible rewards in real-life matchups and break ankles in Seasons or Head-to-Head mode with friends and foes. Work the hardwood in live events to become a hoop master any time, every day.

DOMINATE THE GAME*
NBA LIVE Mobile brings next-generation mobile gameplay to your fingertips. Drive to the hole or sink threes from downtown. Go for the steal and rain foul shots like it’s your job. Hustle through fast-paced, two minute quarters to annihilate rivals faster than ever. Win packs and coins as you play, and unlock special abilities to take your team to an elite level. 

This app: requires a persistent Internet connection (network fees may apply); Requires acceptance of EA’s Privacy & Cookie Policy and User Agreement; includes in-game advertising; collects data through third party analytics technology (see Privacy & Cookie Policy for details); contains direct links to the Internet and social networking sites intended for an audience over 13; the app uses Game Center; log out of Game Center before installation if you don’t want to share your game play with friends.
 
*Facebook login required. Must be 13 years or older."
